user_id;segment_perk_assigned
372970;free_hotel_night_with_flight
373489;exclusive_discounts
374331;free_checkedbag
374340;free_checkedbag
374341;free_cancellation
375160;free_checkedbag
375729;exclusive_discounts
375751;free_cancellation
376159;free_checkedbag
377069;free_checkedbag
377411;free_meal
378565;free_cancellation
379543;free_hotel_night_with_flight
380434;exclusive_discounts
380436;free_checkedbag
380757;free_hotel_night_with_flight
380874;free_checkedbag
380949;free_cancellation
381259;free_checkedbag
381465;free_cancellation
382181;free_hotel_night_with_flight
382384;free_checkedbag
382533;exclusive_discounts
385689;exclusive_discounts
386255;exclusive_discounts
386469;free_checkedbag
386914;free_cancellation
387282;exclusive_discounts
387783;free_meal
388328;free_checkedbag
388767;free_checkedbag
388947;exclusive_discounts
389434;free_cancellation
389662;free_checkedbag
389759;free_hotel_night_with_flight
390811;free_checkedbag
392453;free_checkedbag
395202;exclusive_discounts
395981;exclusive_discounts
396552;free_cancellation
399137;free_checkedbag
399218;free_checkedbag
399799;free_cancellation
400275;exclusive_discounts
400582;free_cancellation
400899;free_hotel_night_with_flight
401245;exclusive_discounts
402332;exclusive_discounts
402978;free_cancellation
403881;free_hotel_night_with_flight
404879;free_meal
405305;free_meal
406210;free_meal
407118;free_cancellation
407250;free_cancellation
407275;free_cancellation
407434;exclusive_discounts
407642;exclusive_discounts
408551;exclusive_discounts
409073;free_checkedbag
411179;exclusive_discounts
411701;free_checkedbag
413128;free_meal
413340;free_meal
413418;free_checkedbag
413658;free_checkedbag
414128;free_meal
415282;free_hotel_night_with_flight
415381;free_checkedbag
415581;free_hotel_night_with_flight
416319;free_checkedbag
416580;free_cancellation
417679;free_cancellation
418329;exclusive_discounts
418488;free_cancellation
418692;free_meal
420648;exclusive_discounts
420669;free_cancellation
421247;free_cancellation
421515;free_checkedbag
421666;free_checkedbag
421700;exclusive_discounts
421870;free_cancellation
422066;free_checkedbag
422668;exclusive_discounts
423042;free_cancellation
423413;exclusive_discounts
424553;free_checkedbag
425632;free_hotel_night_with_flight
425653;exclusive_discounts
425953;free_meal
425966;free_hotel_night_with_flight
426478;free_meal
427426;exclusive_discounts
427506;free_cancellation
428056;free_cancellation
428552;exclusive_discounts
428858;free_cancellation
429345;free_meal
429375;free_cancellation
430722;free_cancellation
431144;exclusive_discounts
431337;free_checkedbag
431602;exclusive_discounts
431746;free_checkedbag
431899;exclusive_discounts
431912;free_checkedbag
432333;free_checkedbag
432637;free_cancellation
432941;free_hotel_night_with_flight
433080;free_cancellation
433339;free_checkedbag
433905;free_checkedbag
434238;free_checkedbag
434623;free_cancellation
435231;free_checkedbag
435596;exclusive_discounts
435669;free_meal
435837;exclusive_discounts
435882;free_cancellation
436320;exclusive_discounts
436894;free_meal
437069;free_cancellation
437162;free_checkedbag
437251;free_hotel_night_with_flight
437539;free_cancellation
437549;free_checkedbag
438189;free_cancellation
438406;free_hotel_night_with_flight
438551;free_cancellation
438596;free_checkedbag
438839;exclusive_discounts
438937;free_hotel_night_with_flight
438985;exclusive_discounts
438995;free_checkedbag
439052;free_hotel_night_with_flight
439120;free_checkedbag
439363;free_cancellation
440212;free_checkedbag
440655;free_cancellation
441200;free_checkedbag
441205;exclusive_discounts
441448;free_checkedbag
441457;free_meal
441982;free_cancellation
442484;exclusive_discounts
442718;free_meal
442812;exclusive_discounts
442819;free_checkedbag
442833;free_cancellation
443305;free_checkedbag
443453;exclusive_discounts
443598;exclusive_discounts
443652;free_checkedbag
444387;free_cancellation
444885;free_checkedbag
445351;free_cancellation
445515;free_hotel_night_with_flight
446124;free_cancellation
446138;exclusive_discounts
446473;exclusive_discounts
446933;exclusive_discounts
447053;free_hotel_night_with_flight
447591;exclusive_discounts
447737;free_checkedbag
447951;free_checkedbag
448025;free_meal
448154;free_hotel_night_with_flight
448295;free_checkedbag
448467;free_meal
448564;free_cancellation
449033;free_checkedbag
449326;free_hotel_night_with_flight
449619;free_checkedbag
449804;free_checkedbag
449980;exclusive_discounts
450164;free_meal
450193;exclusive_discounts
450305;exclusive_discounts
450615;free_cancellation
451291;exclusive_discounts
451674;exclusive_discounts
452034;free_meal
452532;free_checkedbag
452594;free_meal
452612;free_checkedbag
453143;free_cancellation
453168;free_cancellation
454264;free_hotel_night_with_flight
454430;free_hotel_night_with_flight
454616;exclusive_discounts
454661;exclusive_discounts
454920;free_meal
454934;free_checkedbag
454955;free_checkedbag
456226;free_checkedbag
456318;exclusive_discounts
456663;free_checkedbag
456671;free_checkedbag
457468;free_checkedbag
457599;free_cancellation
457967;exclusive_discounts
458479;free_cancellation
458688;exclusive_discounts
458725;exclusive_discounts
458762;free_checkedbag
458814;free_meal
458855;free_meal
458919;free_checkedbag
459229;free_hotel_night_with_flight
459486;free_hotel_night_with_flight
459645;free_checkedbag
460072;exclusive_discounts
460181;free_meal
460553;free_checkedbag
460625;free_cancellation
461559;free_cancellation
461744;exclusive_discounts
461791;exclusive_discounts
462127;exclusive_discounts
462456;free_cancellation
462894;free_checkedbag
463652;free_checkedbag
463698;free_cancellation
463783;free_cancellation
463867;free_checkedbag
463910;free_cancellation
464080;free_checkedbag
464160;free_hotel_night_with_flight
464239;exclusive_discounts
464542;free_hotel_night_with_flight
464597;free_checkedbag
464614;free_cancellation
464673;free_checkedbag
464782;free_cancellation
464855;free_checkedbag
465138;free_cancellation
465343;free_hotel_night_with_flight
465531;free_meal
465568;exclusive_discounts
465731;free_cancellation
466205;free_checkedbag
466342;free_meal
466723;free_cancellation
467007;free_checkedbag
467092;free_hotel_night_with_flight
467339;free_checkedbag
467809;free_hotel_night_with_flight
467892;free_cancellation
468106;free_meal
468370;free_cancellation
468409;free_cancellation
468666;exclusive_discounts
468801;exclusive_discounts
468808;free_cancellation
468832;free_cancellation
469237;exclusive_discounts
469418;exclusive_discounts
469440;free_cancellation
469464;free_meal
469699;free_checkedbag
469767;free_hotel_night_with_flight
469824;free_checkedbag
471077;free_cancellation
471161;free_checkedbag
471186;free_hotel_night_with_flight
471500;free_meal
471565;free_checkedbag
471649;exclusive_discounts
471687;free_hotel_night_with_flight
471717;free_cancellation
471935;free_meal
471946;free_meal
471973;exclusive_discounts
472394;free_checkedbag
472446;exclusive_discounts
472614;free_hotel_night_with_flight
472713;free_checkedbag
472785;free_checkedbag
472966;free_hotel_night_with_flight
473332;free_hotel_night_with_flight
473343;free_checkedbag
473402;free_checkedbag
473467;free_cancellation
473568;exclusive_discounts
473712;free_cancellation
473847;free_checkedbag
474007;free_checkedbag
474120;free_meal
474239;free_checkedbag
474261;free_checkedbag
474278;exclusive_discounts
474384;free_checkedbag
474464;free_checkedbag
474546;free_cancellation
474951;free_cancellation
474980;free_meal
475060;free_checkedbag
475130;free_cancellation
475467;free_checkedbag
475531;free_cancellation
476081;free_cancellation
476104;free_cancellation
476124;free_hotel_night_with_flight
476173;free_checkedbag
476270;free_cancellation
476393;exclusive_discounts
476436;free_cancellation
476535;free_cancellation
476665;free_cancellation
476693;free_hotel_night_with_flight
476714;free_meal
476742;free_checkedbag
476916;free_checkedbag
476956;free_hotel_night_with_flight
477285;free_hotel_night_with_flight
477316;free_hotel_night_with_flight
477597;free_hotel_night_with_flight
477730;free_cancellation
477805;exclusive_discounts
478003;free_hotel_night_with_flight
478146;free_checkedbag
478188;free_checkedbag
478228;free_meal
478291;free_checkedbag
478533;free_meal
478585;free_hotel_night_with_flight
478760;free_checkedbag
478801;free_checkedbag
478834;exclusive_discounts
479071;free_cancellation
479078;free_hotel_night_with_flight
479101;free_checkedbag
479254;free_hotel_night_with_flight
479524;free_checkedbag
479785;exclusive_discounts
480186;free_checkedbag
480313;free_cancellation
480331;exclusive_discounts
480690;free_cancellation
480796;free_hotel_night_with_flight
480877;free_checkedbag
480895;free_cancellation
480975;exclusive_discounts
481050;free_checkedbag
481245;exclusive_discounts
481292;free_checkedbag
481358;exclusive_discounts
481554;free_hotel_night_with_flight
481622;free_cancellation
481772;exclusive_discounts
481781;free_checkedbag
482264;free_cancellation
482335;free_meal
482424;exclusive_discounts
482548;free_cancellation
482602;free_cancellation
482621;free_meal
482630;free_hotel_night_with_flight
482744;free_checkedbag
482811;free_checkedbag
483224;free_meal
483237;free_cancellation
483345;free_cancellation
483480;free_cancellation
483483;free_checkedbag
483525;free_checkedbag
483603;free_meal
483928;free_cancellation
483982;exclusive_discounts
484249;free_meal
484342;free_cancellation
484418;free_hotel_night_with_flight
484987;free_cancellation
485149;free_cancellation
485260;free_checkedbag
485393;exclusive_discounts
485505;free_checkedbag
485518;exclusive_discounts
485536;exclusive_discounts
485544;free_cancellation
485591;free_cancellation
485658;free_checkedbag
485780;free_meal
485785;free_hotel_night_with_flight
485891;free_meal
485894;free_meal
486046;exclusive_discounts
486113;exclusive_discounts
486191;exclusive_discounts
486261;exclusive_discounts
486268;free_checkedbag
486270;free_hotel_night_with_flight
486366;free_hotel_night_with_flight
486447;free_cancellation
486454;free_cancellation
486605;exclusive_discounts
486671;free_cancellation
486751;free_hotel_night_with_flight
486823;free_hotel_night_with_flight
487002;free_meal
487036;free_checkedbag
487040;free_checkedbag
487101;free_cancellation
487276;free_hotel_night_with_flight
487352;free_meal
487453;free_cancellation
487637;free_cancellation
487680;free_hotel_night_with_flight
487715;free_cancellation
487858;free_hotel_night_with_flight
487954;free_meal
488009;free_cancellation
488099;exclusive_discounts
488246;exclusive_discounts
488314;free_cancellation
488410;free_cancellation
488430;exclusive_discounts
488462;free_cancellation
488480;exclusive_discounts
488511;exclusive_discounts
488529;free_meal
488539;exclusive_discounts
488672;exclusive_discounts
488827;free_cancellation
488865;free_checkedbag
488870;free_checkedbag
488918;free_cancellation
488974;free_hotel_night_with_flight
489096;free_hotel_night_with_flight
489131;exclusive_discounts
489575;free_cancellation
489635;free_hotel_night_with_flight
489661;free_meal
489730;free_cancellation
489785;free_meal
489786;exclusive_discounts
489802;free_meal
489844;free_checkedbag
489852;free_meal
489949;exclusive_discounts
489953;free_cancellation
489992;free_hotel_night_with_flight
490040;free_meal
490107;exclusive_discounts
490133;free_checkedbag
490201;free_checkedbag
490348;free_checkedbag
490358;free_checkedbag
490517;free_checkedbag
490576;free_hotel_night_with_flight
490608;free_checkedbag
490629;free_cancellation
490671;free_checkedbag
491003;exclusive_discounts
491124;free_meal
491141;free_cancellation
491175;free_cancellation
491182;free_cancellation
491241;exclusive_discounts
491266;free_checkedbag
491559;free_hotel_night_with_flight
491597;free_checkedbag
491617;free_meal
491706;free_hotel_night_with_flight
491772;exclusive_discounts
491925;free_cancellation
491930;free_meal
491995;exclusive_discounts
492209;free_cancellation
492211;free_meal
492287;free_checkedbag
492371;free_checkedbag
492497;free_checkedbag
492614;exclusive_discounts
492999;free_hotel_night_with_flight
493177;free_cancellation
493409;free_checkedbag
493476;exclusive_discounts
493718;free_meal
494294;free_hotel_night_with_flight
494374;exclusive_discounts
494382;free_meal
494441;free_checkedbag
494463;free_meal
494484;free_checkedbag
494590;free_checkedbag
494630;exclusive_discounts
494680;free_cancellation
494704;free_cancellation
494985;free_cancellation
495029;free_cancellation
495042;free_hotel_night_with_flight
495080;exclusive_discounts
495272;exclusive_discounts
495273;free_cancellation
495386;exclusive_discounts
495482;free_cancellation
495592;exclusive_discounts
495603;free_cancellation
495727;free_cancellation
496016;free_cancellation
496074;free_checkedbag
496273;free_cancellation
496286;free_checkedbag
496332;exclusive_discounts
496382;free_checkedbag
496408;free_cancellation
496566;free_cancellation
496899;free_checkedbag
496972;free_cancellation
497042;free_hotel_night_with_flight
497077;free_cancellation
497108;free_meal
497225;free_cancellation
497475;free_cancellation
497615;free_checkedbag
497678;free_checkedbag
497680;free_hotel_night_with_flight
497829;exclusive_discounts
497915;free_checkedbag
498154;free_hotel_night_with_flight
498199;free_cancellation
498287;free_hotel_night_with_flight
498298;free_checkedbag
498357;exclusive_discounts
498363;free_meal
498500;exclusive_discounts
498574;free_cancellation
498607;exclusive_discounts
498665;free_cancellation
498857;free_checkedbag
498931;exclusive_discounts
499028;free_cancellation
499038;free_checkedbag
499252;free_checkedbag
499313;free_checkedbag
499366;free_checkedbag
499375;free_cancellation
499379;free_hotel_night_with_flight
499461;free_cancellation
499475;free_hotel_night_with_flight
499633;free_checkedbag
499634;free_checkedbag
499659;free_checkedbag
499669;free_checkedbag
499751;free_checkedbag
499760;free_checkedbag
499780;exclusive_discounts
499810;free_meal
499847;free_meal
499969;free_meal
499979;free_cancellation
499990;free_hotel_night_with_flight
500078;free_checkedbag
500196;free_meal
500243;exclusive_discounts
500257;free_checkedbag
500288;free_checkedbag
500299;free_meal
500493;free_meal
500532;free_meal
500646;exclusive_discounts
500745;free_cancellation
500773;free_cancellation
500791;free_meal
500828;free_hotel_night_with_flight
500972;exclusive_discounts
500974;free_cancellation
501087;free_hotel_night_with_flight
501125;free_meal
501184;free_meal
501322;free_hotel_night_with_flight
501344;exclusive_discounts
501436;free_checkedbag
501512;exclusive_discounts
501708;free_checkedbag
501735;free_checkedbag
501764;free_checkedbag
501780;free_checkedbag
501794;free_cancellation
501817;free_checkedbag
501830;free_meal
501897;free_meal
501947;free_cancellation
502063;free_hotel_night_with_flight
502145;free_hotel_night_with_flight
502210;free_cancellation
502212;exclusive_discounts
502353;free_cancellation
502412;exclusive_discounts
502435;exclusive_discounts
502444;free_cancellation
502609;free_cancellation
502626;free_checkedbag
502799;free_cancellation
502819;exclusive_discounts
502826;free_hotel_night_with_flight
502847;free_cancellation
502850;free_checkedbag
502875;free_meal
502995;exclusive_discounts
503042;free_checkedbag
503049;exclusive_discounts
503058;free_cancellation
503126;free_meal
503161;exclusive_discounts
503277;free_checkedbag
503342;free_cancellation
503418;free_cancellation
503483;free_checkedbag
503621;free_meal
503760;free_cancellation
503773;free_checkedbag
503918;exclusive_discounts
503928;exclusive_discounts
503945;free_meal
503973;exclusive_discounts
504081;free_hotel_night_with_flight
504133;free_checkedbag
504240;free_cancellation
504299;exclusive_discounts
504320;free_checkedbag
504371;free_meal
504435;free_cancellation
504473;free_checkedbag
504579;exclusive_discounts
504610;free_checkedbag
504665;free_checkedbag
504669;free_checkedbag
504786;free_checkedbag
504859;free_meal
504892;free_cancellation
504916;exclusive_discounts
504936;free_meal
504945;free_cancellation
505062;free_hotel_night_with_flight
505066;exclusive_discounts
505172;exclusive_discounts
505230;free_meal
505285;free_cancellation
505289;free_hotel_night_with_flight
505358;free_meal
505414;free_hotel_night_with_flight
505498;free_checkedbag
505617;exclusive_discounts
505667;free_hotel_night_with_flight
505680;free_hotel_night_with_flight
505713;free_cancellation
505747;free_checkedbag
505771;free_cancellation
505854;free_checkedbag
505916;free_cancellation
505933;free_cancellation
505941;exclusive_discounts
506013;exclusive_discounts
506130;free_hotel_night_with_flight
506186;free_meal
506234;free_checkedbag
506250;free_checkedbag
506347;exclusive_discounts
506427;free_cancellation
506611;free_cancellation
506652;free_cancellation
506675;exclusive_discounts
506704;free_checkedbag
506777;free_checkedbag
506807;exclusive_discounts
506828;free_checkedbag
506837;free_checkedbag
506858;free_hotel_night_with_flight
506990;exclusive_discounts
507036;free_checkedbag
507133;free_meal
507207;free_meal
507273;free_cancellation
507376;free_checkedbag
507395;free_checkedbag
507431;free_cancellation
507435;free_hotel_night_with_flight
507505;free_checkedbag
507513;exclusive_discounts
507531;exclusive_discounts
507557;free_checkedbag
507573;exclusive_discounts
507617;free_checkedbag
507728;exclusive_discounts
507732;free_cancellation
507753;free_checkedbag
507759;exclusive_discounts
507773;free_cancellation
507805;free_cancellation
508050;free_cancellation
508096;exclusive_discounts
508111;free_meal
508144;exclusive_discounts
508153;free_hotel_night_with_flight
508240;exclusive_discounts
508360;free_meal
508367;free_cancellation
508497;free_meal
508512;free_meal
508546;free_checkedbag
508611;exclusive_discounts
508625;free_cancellation
508693;free_meal
508713;free_checkedbag
508731;free_checkedbag
508829;free_cancellation
508848;free_checkedbag
508849;free_cancellation
508856;free_checkedbag
508857;free_cancellation
508860;free_checkedbag
508866;free_meal
508877;free_cancellation
508891;free_checkedbag
508892;exclusive_discounts
508901;free_hotel_night_with_flight
508912;free_cancellation
508917;free_hotel_night_with_flight
508923;free_checkedbag
508938;free_checkedbag
508940;free_cancellation
508944;free_checkedbag
508946;free_cancellation
508964;free_checkedbag
508973;free_checkedbag
509001;exclusive_discounts
509024;free_checkedbag
509036;free_checkedbag
509052;exclusive_discounts
509061;free_hotel_night_with_flight
509069;free_checkedbag
509098;free_hotel_night_with_flight
509115;free_cancellation
509119;free_hotel_night_with_flight
509157;free_cancellation
509160;free_checkedbag
509162;free_meal
509202;free_checkedbag
509221;free_checkedbag
509242;free_hotel_night_with_flight
509272;free_meal
509278;free_checkedbag
509282;free_checkedbag
509302;exclusive_discounts
509316;free_cancellation
509324;free_meal
509341;free_hotel_night_with_flight
509346;exclusive_discounts
509353;exclusive_discounts
509354;free_cancellation
509359;free_hotel_night_with_flight
509402;exclusive_discounts
509411;exclusive_discounts
509413;free_hotel_night_with_flight
509414;free_checkedbag
509419;free_checkedbag
509421;free_hotel_night_with_flight
509435;free_meal
509445;free_hotel_night_with_flight
509453;free_meal
509454;free_checkedbag
509459;free_checkedbag
509467;free_checkedbag
509498;free_hotel_night_with_flight
509515;free_checkedbag
509516;free_checkedbag
509530;free_cancellation
509552;free_hotel_night_with_flight
509598;exclusive_discounts
509603;free_checkedbag
509626;free_checkedbag
509635;free_cancellation
509638;exclusive_discounts
509645;free_cancellation
509681;free_meal
509712;free_checkedbag
509713;free_meal
509717;free_hotel_night_with_flight
509749;free_cancellation
509763;free_cancellation
509765;free_hotel_night_with_flight
509781;free_checkedbag
509822;free_hotel_night_with_flight
509826;exclusive_discounts
509841;free_meal
509855;free_checkedbag
509876;exclusive_discounts
509892;free_meal
509903;free_hotel_night_with_flight
509919;free_hotel_night_with_flight
509924;exclusive_discounts
509933;free_meal
509969;exclusive_discounts
509990;exclusive_discounts
510003;free_checkedbag
510022;free_cancellation
510044;exclusive_discounts
510048;free_checkedbag
510061;free_cancellation
510067;free_hotel_night_with_flight
510070;free_checkedbag
510078;free_cancellation
510079;free_hotel_night_with_flight
510081;free_hotel_night_with_flight
510090;free_hotel_night_with_flight
510093;free_hotel_night_with_flight
510094;free_checkedbag
510104;free_hotel_night_with_flight
510108;free_checkedbag
510112;free_checkedbag
510114;free_cancellation
510134;free_cancellation
510155;free_meal
510156;free_cancellation
510163;free_checkedbag
510164;exclusive_discounts
510170;free_meal
510172;free_hotel_night_with_flight
510179;free_cancellation
510185;free_meal
510188;free_cancellation
510195;exclusive_discounts
510198;exclusive_discounts
510213;free_checkedbag
510215;free_checkedbag
510219;free_cancellation
510227;free_checkedbag
510238;free_hotel_night_with_flight
510239;free_meal
510243;free_checkedbag
510257;free_hotel_night_with_flight
510270;free_hotel_night_with_flight
510283;exclusive_discounts
510315;free_checkedbag
510316;exclusive_discounts
510326;free_cancellation
510328;free_cancellation
510343;free_cancellation
510356;free_checkedbag
510365;free_meal
510369;free_hotel_night_with_flight
510379;exclusive_discounts
510393;free_meal
510418;exclusive_discounts
510423;free_checkedbag
510449;exclusive_discounts
510452;exclusive_discounts
510459;free_meal
510490;free_meal
510494;free_cancellation
510511;free_meal
510533;free_checkedbag
510537;free_checkedbag
510543;free_checkedbag
510545;free_meal
510558;exclusive_discounts
510570;free_meal
510571;free_meal
510575;free_checkedbag
510580;free_checkedbag
510582;free_meal
510585;free_checkedbag
510586;free_cancellation
510610;free_meal
510618;exclusive_discounts
510676;free_hotel_night_with_flight
510686;free_cancellation
510694;free_hotel_night_with_flight
510700;free_cancellation
510707;free_checkedbag
510719;exclusive_discounts
510733;free_checkedbag
510754;exclusive_discounts
510779;free_cancellation
510805;free_checkedbag
510815;free_cancellation
510822;exclusive_discounts
510828;exclusive_discounts
510836;free_cancellation
510841;free_cancellation
510890;free_checkedbag
510899;free_checkedbag
510944;free_cancellation
510946;free_meal
510953;free_hotel_night_with_flight
510960;free_cancellation
510961;free_hotel_night_with_flight
510972;exclusive_discounts
511017;free_checkedbag
511055;exclusive_discounts
511066;free_meal
511093;exclusive_discounts
511122;exclusive_discounts
511125;free_checkedbag
511126;free_cancellation
511140;free_meal
511142;free_checkedbag
511145;free_checkedbag
511148;free_hotel_night_with_flight
511160;free_cancellation
511178;free_hotel_night_with_flight
511195;free_checkedbag
511208;free_checkedbag
511219;exclusive_discounts
511223;free_meal
511238;exclusive_discounts
511260;free_hotel_night_with_flight
511298;free_checkedbag
511314;free_hotel_night_with_flight
511326;free_hotel_night_with_flight
511328;free_meal
511331;free_cancellation
511364;free_hotel_night_with_flight
511377;free_meal
511379;free_checkedbag
511397;free_meal
511398;free_cancellation
511399;free_hotel_night_with_flight
511418;exclusive_discounts
511424;free_meal
511433;free_meal
511440;exclusive_discounts
511455;free_hotel_night_with_flight
511469;free_checkedbag
511489;free_checkedbag
511502;free_checkedbag
511504;free_hotel_night_with_flight
511535;free_checkedbag
511542;free_hotel_night_with_flight
511549;exclusive_discounts
511552;exclusive_discounts
511554;free_hotel_night_with_flight
511560;exclusive_discounts
511567;free_cancellation
511568;free_hotel_night_with_flight
511570;free_hotel_night_with_flight
511577;exclusive_discounts
511578;free_checkedbag
511587;free_checkedbag
511589;exclusive_discounts
511608;free_meal
511609;exclusive_discounts
511613;free_checkedbag
511638;free_meal
511665;exclusive_discounts
511666;free_checkedbag
511677;free_cancellation
511680;free_meal
511697;free_cancellation
511712;free_meal
511726;free_cancellation
511739;free_meal
511757;free_checkedbag
511762;free_meal
511764;free_hotel_night_with_flight
511772;free_meal
511778;free_checkedbag
511783;free_cancellation
511784;free_checkedbag
511800;free_cancellation
511803;free_meal
511805;free_hotel_night_with_flight
511809;free_meal
511811;free_meal
511821;exclusive_discounts
511827;free_checkedbag
511851;free_meal
511859;free_checkedbag
511860;free_cancellation
511862;free_cancellation
511878;exclusive_discounts
511884;free_hotel_night_with_flight
511902;free_hotel_night_with_flight
511910;free_meal
511916;exclusive_discounts
511923;exclusive_discounts
511936;free_meal
511943;free_meal
511977;free_cancellation
511989;exclusive_discounts
511996;free_checkedbag
511998;exclusive_discounts
512009;free_meal
512010;free_meal
512016;free_cancellation
512024;free_hotel_night_with_flight
512028;free_hotel_night_with_flight
512060;free_checkedbag
512063;exclusive_discounts
512069;free_cancellation
512078;free_checkedbag
512099;free_checkedbag
512103;exclusive_discounts
512144;free_checkedbag
512147;free_checkedbag
512148;free_meal
512163;free_checkedbag
512173;free_meal
512190;free_checkedbag
512193;free_meal
512197;free_hotel_night_with_flight
512201;free_hotel_night_with_flight
512204;free_hotel_night_with_flight
512243;free_hotel_night_with_flight
512249;exclusive_discounts
512266;free_checkedbag
512271;free_cancellation
512283;free_cancellation
512289;free_hotel_night_with_flight
512294;free_checkedbag
512295;free_cancellation
512301;free_checkedbag
512302;free_cancellation
512303;free_meal
512305;free_meal
512322;exclusive_discounts
512329;exclusive_discounts
512362;free_checkedbag
512377;free_checkedbag
512392;exclusive_discounts
512397;exclusive_discounts
512402;free_hotel_night_with_flight
512416;free_meal
512418;free_hotel_night_with_flight
512419;free_checkedbag
512440;free_checkedbag
512443;free_checkedbag
512447;free_checkedbag
512463;free_meal
512495;free_cancellation
512529;exclusive_discounts
512536;free_meal
512552;exclusive_discounts
512556;free_cancellation
512558;free_cancellation
512587;free_checkedbag
512589;free_cancellation
512596;free_cancellation
512598;free_cancellation
512610;free_cancellation
512623;exclusive_discounts
512628;free_cancellation
512631;free_meal
512655;free_cancellation
512671;free_cancellation
512677;free_checkedbag
512680;exclusive_discounts
512691;free_hotel_night_with_flight
512693;free_cancellation
512695;free_cancellation
512696;free_meal
512704;exclusive_discounts
512706;free_meal
512780;free_hotel_night_with_flight
512786;free_hotel_night_with_flight
512787;free_hotel_night_with_flight
512791;exclusive_discounts
512801;free_cancellation
512826;free_checkedbag
512831;free_checkedbag
512835;free_meal
512846;free_cancellation
512848;free_cancellation
512880;free_checkedbag
512887;exclusive_discounts
512888;free_meal
512900;exclusive_discounts
512904;free_checkedbag
512922;free_checkedbag
512928;free_checkedbag
512943;free_cancellation
512945;exclusive_discounts
512974;exclusive_discounts
512976;free_hotel_night_with_flight
512984;free_hotel_night_with_flight
512999;free_hotel_night_with_flight
513004;free_hotel_night_with_flight
513005;free_checkedbag
513006;free_checkedbag
513026;exclusive_discounts
513030;free_hotel_night_with_flight
513031;free_checkedbag
513058;free_cancellation
513089;free_checkedbag
513090;free_checkedbag
513091;exclusive_discounts
513093;free_meal
513096;free_checkedbag
513103;exclusive_discounts
513126;free_cancellation
513138;free_checkedbag
513164;free_meal
513206;exclusive_discounts
513216;free_cancellation
513220;free_cancellation
513221;exclusive_discounts
513227;free_hotel_night_with_flight
513233;free_meal
513236;free_cancellation
513237;free_hotel_night_with_flight
513241;exclusive_discounts
513242;exclusive_discounts
513259;free_hotel_night_with_flight
513261;free_checkedbag
513289;free_hotel_night_with_flight
513296;free_meal
513317;exclusive_discounts
513322;free_checkedbag
513338;exclusive_discounts
513339;free_checkedbag
513345;free_meal
513347;exclusive_discounts
513366;free_cancellation
513381;free_hotel_night_with_flight
513387;free_meal
513397;free_hotel_night_with_flight
513402;free_checkedbag
513408;free_hotel_night_with_flight
513422;free_checkedbag
513425;free_checkedbag
513438;free_checkedbag
513441;free_checkedbag
513470;free_checkedbag
513495;free_checkedbag
513497;free_hotel_night_with_flight
513509;free_hotel_night_with_flight
513543;free_hotel_night_with_flight
513546;exclusive_discounts
513555;free_cancellation
513568;free_meal
513569;free_checkedbag
513582;free_hotel_night_with_flight
513602;exclusive_discounts
513611;exclusive_discounts
513613;free_cancellation
513620;exclusive_discounts
513625;exclusive_discounts
513627;free_checkedbag
513628;free_checkedbag
513638;free_meal
513659;free_cancellation
513661;free_checkedbag
513683;free_checkedbag
513714;exclusive_discounts
513721;free_cancellation
513742;exclusive_discounts
